author,count
Morton Berman,1
Murray Geisler,1
Piero P. Bonissone,1
Peter A. W. Lewis,1
Robert C. Bushnell,1
James T. Low,1
Edward S. Pearsall,1
Paul D. Amer,1
Aaron H. Brown,1
Charles J. Campbell,1
Eugene E. Kaczka,1
Daniel L. Blakley,1
Kalman J. Cohen,1
Arie Y. Lewin,1
Richard C. Morey,1
Suraj M. Alexander,1
Gary R. Weckman,1
Raymond M. Bryant,1
J. William Schmidt,1
John H. Blackstone Jr.,1
Gary L. Hogg,1
Alton D. Patton,1
Donald Segal,1
Claude Dennis Pegden,1
Julian Reitman,1
Wilhelm H. Bortels,1
Newell E. Chiesl,1
Averill M. Law,1
John E. Lenz,1
Gail S. Hines,1
Daniel V. Goulet,1
R. E. Stinner,1
Walter G. Rudd,1
Donn G. DeCoursey,1
Harvey J. Gold,1
Leo J. Boelhouwer,1
W. Röske,1
H. Gansera,1
M. Bittel,1
G. Kirschner,1
Wolfgang Renninger,1
D. Linssen,1
G. Henning,1
M. Broßmann,1
E. Kretz,1
H. Wagner,1
E. Steffens,1
F. N. Stockebrand,1
K. Heinzelbecker,1
Th. Thiele,1
D. Klugmann,1
U. Morasch,1
M. Heidötting,1
G. Wagener,1
W. Schmidt,1
L. Feiereisen,1
Dieter Schütt,1
E. Wildgrube,1
W. König,1
K. J. Becker,1
L. Birk,1
Anna-Kristin Pröfrock,1
Wladyslaw M. Turski,1
Andreas Schwald,1
Thorsten Spitta,1
Dietmar Hoffmann,1
Udo Voges,1
Dieter Weber,1
D. Dafoe,1
Ekke Weber,1
J.-P. Behr,1
Hans P. Zima,1
Peter H. Yeomans,1
Peter Haß,1
Helmut Rzehak,1
O. Buchegger,1
Norbert E. Fuchs,1
Otthein Herzog,1
Christian Köhler 0005,1
H. Schelling,1
Joachim Biewald,1
Fevzi Belli,1
Max Herzog,1
Bernd Kühnel,1
Matthias Mittelstein,1
Norbert Heck,1
Peter Trum,1
Karl Kleine,1
Siegfried Florek,1
Bernd J. Krämer,1
Heinz W. Schmidt,1
Gerhard Müller,1
Gerhard Winkler,1
Hermann Kopetz,1
Cliff B. Jones,1
Hans-Georg Frischkorn,1
Hans-Ludwig Hausen,1
Monika Müllerburg,1
Joachim Christ,1
Alfred L. Luft,1
D. Steinbauer,1
W. Oostendorp,1
Holger Franck,1
Michael Timm,1
K. Hauer,1
Peter Schnupp,1
Werner Fey,1
J. Robert Heath,1
James Cline,1
André M. Van Tilborg,1
Thomas J. Jasinski,1
Edward A. Starosielec,1
K. H. Kim,1
Bharat Deep Rathi,1
C. P. Hsieh,1
E. H. Peterson III,1
David J. Lu,1
Edward J. McCluskey,1
Masood Namjoo,1
Wesley W. Knight,1
Kang G. Shin,1
C. Mani Krishna,1
M. Tsuchiya,1
Ambuj Goyal,1
D. V. Satishchandra,1
Victor P. Nelson,1
R. H. Hoffman,1
R. W. Smith,1
Doug DeGroot,1
Edith W. Martin,1
Duen-Ping Tsay,1
Chung-Ming Li,1
August J. Ryberg,1
Donald C. Scarpero,1
B. Schöfer,1
Heinrich Bley,1
Siegfried J. Pöppl,1
Grit Herrmann,1
M. Schedy,1
H. Schedy,1
Claus-E. Liedtke,1
Reiner Schröder,1
Heinrich Niemann,1
H. Drechsel,1
R. Schucht,1
J. Beer,1
Hans-Georg Zimmer,1
G. Haussmann,1
H. Zarschizky,1
A. Rüter,1
D. Wittekind,1
Harry Harms,1
Hans M. Aus,1
Horst Linge,1
Per-Erik Nordal,1
Svein Otto Kanstad,1
Martin J. Bastiaans,1
B. Reuter,1
P. Vöhringer,1
Th. Kreis,1
H. Kreitlow,1
W. Jüptner,1
Fritz Merkle,1
M. Prammer,1
H. Pichler,1
Th. Ricker,1
F. Laeri,1
B. Schneeberger,1
T. Tschudi,1
G. Parry,1
A. F. Fercher,1
R. Butt,1
K. Hinsch,1
Rüdiger Brennecke,1
H. J. Hahne,1
Paul H. Heintzen,1
Josef Grosch,1
Jürgen F. H. Winkler,1
Clemens Stoffel,1
Kuno Pelz,1
P. Holleczek,1
Werner Lindstedt,1
R. Hansen,1
E.-G. Hoffmann,1
Franz Josef Prester,1
Günter Hommel,1
A. V. Kurau,1
R. Rössel,1
A. Storr,1
R. Uhl,1
Guy L. Steele Jr.,1
Gerald J. Sussman,1
B. Steele,1
David B. MacQueen,1
Donald Sannella,1
Robert Cartwright,1
Henry Lieberman,1
Kent M. Pitman,1
Mitchell Wand,1
J. Marti,1
Uwe F. Pleban,1
Toshiaki Kurokawa,1
J. White,1
W. Rowan,1
T. J. W. Clarke,1
P. Gladstone,1
C. MacLean,1
A. C. Norman,1
Richard R. Burton,1
W. Haugeland,1
B. Greenberg,1
L. Morris,1
J. Schwarz,1
J. Campbell,1
John P. Fitch,1
P. Emanuelson,1
Anders Haraldsson,1
M. Model,1
G. Print,1
James H. Davenport,1
Richard D. Jenks,1
Karl Rihaczek,1
Erhard Blankenburg,1
Herbert Schnoor,1
Roland Makowka,1
Klaus Grimmer,1
Dieter Gräßle,1
Christel Kumbruck,1
Ralf Reichwald,1
Georg Poetzsch-Heffter,1
Jürgen Ostermann,1
Manfred Weihermüller,1
Hans Sendler,1
Klaus Lenk,1
Wilfried Köhler,1
Gerhard Stadler,1
Wolfgang Hartenstein,1
Gerhard Wittkämper,1
Peter Fricke,1
Hinrich E. G. Bonin,1
Hans-Alexander Kaiserauer,1
Hans-Joachim Rohrlach,1
Werner Robert Svoboda,1
Hans Wülfrath,1
Peter Schäfer,1
Ulrich Becker,1
Klaus Dunker,1
Jens Krah,1
Reinhard Oppermann,1
Wolfgang Schäfer,1
Karl-Heinz Dittrich,1
Klaus Dieke,1
Shalom Rothem,1
Renate Trost,1
Frido Wagener,1
Franz-Martin Fehn,1
Friedel Hossfeld,1
Hans-Jochen Schneider,1
Thomas Barthel,1
Alfred Dimpker,1
Eberhard Fehrmann,1
Alfred Hoffjann,1
Gerhard Karck,1
August-Wilhelm Scheer,1
Werner van Treeck,1
Werner Jann,1
Karl Koch,1
Josef Fabry,1
Friedrich Simson,1
Heinrich Reinermann,1
Klaus Umbreit,1
Hans Brinckmann,1
Eckhard Fuchs,1
John Leslie King,1
Gerhard Krüger,1
Manfred Lepper,1
Herbert Maisl,1
Hansrainer Bosbach,1
Wilhelm Albrecht,1
Klaus Eichhorn,1
Willi Haas,1
Hans Hansen,1
Josef Klinger,1
Peter Lange-Hellwig,1
Bernward Löwenberg,1
Henning Marwedel,1
Hartmut Niesing,1
Volker Röske,1
Alois Langseder,1
Martin A. Graef,1
Helmut Pralle,1
W. Held,1
Dieter Wall,1
Th. Hildebrand,1
B. Wagener,1
Dieter Haupt,1
K. Brauer,1
Adolf Schreiner,1
G. Bayer,1
Heinz Billing,1
Helmar Prechtl,1
G. Schleich,1
Reinhard Hartwich,1
Bruce D. Shriver,1
Scott Davidson,1
Peter Kornerup,1
Rolf Klett,1
Helmut Berndt,1
Peter Albrich,1
Ludwik Czaja,1
Uwe Petermann,1
Dimiter Vakarelov,1
S. R. Radev,1
Hiroya Kawai,1
Michal Grabowski,1
Bogdan S. Chlebus,1
Andrzej Skowron,1
Lech Banachowski,1
Ewa Orlowska,1
Francine Berman,1
Hans-Dieter Burkhard,1
W. W. Bartol,1
Antoni Kreczmar,1
A. I. Litwiniuk,1
H. Oktaba,1
W. Danko,1
Lucjan Stapp,1
Manfred E. Szabo,1
L. Liu,1
David A. Bonyun,1
P. Tucker Withington,1
S. M. Miranda,1
Dorothy E. Denning,1
Martin E. Hellman,1
P. Barbarino,1
G. R. Blakley,1
Gerald Kreissig,1
Ralph C. Merkle,1
Steven P. Reiss,1
Theodore D. Friedman,1
Lance J. Hoffman,1
Stanley R. Ames Jr.,1
James G. Keeton-Williams,1
Gustavus J. Simmons,1
Reind P. van de Riet,1
Martin L. Kersten,1
Ute Flasche,1
Juergen Schulze,1
D. Altenkrüger,1
Gerd Liefländer,1
Horst D. Wettstein,1
Johannes Brauer,1
Benno Carolus,1
Wolfgang Hell,1
H. Auer,1
Hans-Otto Leilich,1
W. Teich,1
Hans Christoph Zeidler,1
H. Marxen,1
A. Kroneberg,1
B. Albert,1
R. Jacob,1
R. Klingenstein,1
Martin Rathke,1
A. Hesselschwerdt,1
H. Zoller,1
Heinz Schweppe,1
S. Seehusen,1
Günther Stiege,1
K. O. Kesser,1
Axel Lehmann,1
P. Meinke,1
W. Thury,1
P. Busser,1
J. Dieckmann,1
Werner Konrad,1
C. S. Wahan,1
Joachim Flöthe,1
M. Ruhle,1
Hermann Härtig,1
Thomas Krause,1
J. N. Lyness,1
S. M. Nugent,1
J. J. Du Croz,1
W. Morven Gentleman,1
T. J. Dekker,1
James W. Cerny,1
Michael A. Steinberg,1
Carl W. Ballard Jr.,1
Ronald Blum,1
Herbert C. Kugel,1
Doris R. Waggoner,1
Denise Kervin,1
Clement L. Luk,1
Douglas Van Houweling,1
John E. Bucher,1
Charles E. Taylor,1
B. L. Houseman,1
David M. Clayton,1
Irene Svagan,1
James Nichols,1
Herbert Harris,1
James A. Buss,1
Lorraine Borman,1
Rosemary Karr,1
J. B. Slater,1
Mildred S. Joseph,1
Stephen J. Rogowski,1
John M. Tyler,1
Rosemary Rainbolt,1
Mary C. Boyd,1
Lincoln Fetcher,1
Sara K. Graffunder,1
Thea D. Hodge,1
Dianne M. Smock,1
Mary E. Sherer,1
Margaret E. Rettenmaier,1
Richard Stillman,1
John Simon,1
Bruce Lakin,1
Scott Luebking,1
Richard T. Close,1
Jay O'Dell,1
Arthur Scott,1
Mary Ann Drayton,1
Janice A. Bartleson,1
James F. Carruth,1
Paul Heller,1
Margaret Baker,1
Arthur O. Cromer,1
Jane T. Anderson,1
Sammy W. Pearson,1
James E. Bailey,1
Lois J. Secrist,1
Mike Barnes,1
A. Sheth,1
S. S. Swaminathan,1
Jacky Akoka,1
Fabio A. Schreiber,1
Serge Miranda,1
Chuen-Pu Chou,1
Ahmed Karmouch,1
Paul F. Wilms,1
Radu Popescu-Zeletin,1
Milan Milenkovic,1
Wojciech Cellary,1
Daniel Meyer,1
L. Dargent,1
Claude Godart,1
Carlo Carlesi,1
E. Ricciardi,1
Costantino Thanos,1
C. Petacchi,1
R. A. C. Thomas,1
Eszter Kertesz,1
Judit Polgar,1
A. Baczko,1
Franciszek Seredynski,1
Jan van den Bos,1
Günter Valdorf,1
Dieter Schuh,1
Peter Walter,1
C. Goerdt,1
Winfried Materna,1
Christoph Steigner,1
Klaus Waldschmidt,1
Hans-Jürgen Siegert,1
Werner E. Kluge,1
Eike Jessen,1
L. Mackert,1
D. Conrads,1
Siegfried Wendt,1
Peter M. Behr,1
Harald Kemen,1
Norbert Schmitt,1
Franz J. Rammig,1
Peter Marwedel,1
H. Hosoya,1
Satoru Fujishige,1
Takao Asano,1
Shunji Kikuchi,1
T. Hirata,1
M. Kimura,1
Jin Akiyama,1
G. Kishi,1
Shuji Tsukiyama,1
Ernest S. Kuh,1
Tatsuo Ohtsuki,1
Shoji Shinoda,1
Tatsuya Kawamoto,1
K. Takamizawa,1
Claude Berge,1
Takao Ozawa,1
H. Takahashi,1
Wataru Mayeda,1
Norishige Chiba,1
Masakazu Nasu,1
Takumi Kasai,1
Akeo Adachi,1
Masao Iri,1
Toshinobu Kashiwabara,1
Ernst-Erich Doberkat,1
T. C. Hu,1
M. T. Shing,1
Patrick W. Dymond,1
Mark N. Wegman,1
Robert W. Floyd,1
Charles E. Leiserson,1
Paul Chew,1
Jeffrey Scott Vitter,1
Barbara Simons,1
Daniel J. Lehmann,1
Eitan M. Gurari,1
Silvio Micali,1
Vijay V. Vazirani,1
Dov Harel,1
Gilles Brassard,1
J. Ian Munro,1
Bruno Courcelle,1
Paul Franchi-Zannettacci,1
Samuel W. Bent,1
Daniel Dominic Sleator,1
Gérard P. Huet,1
Burchard von Braunmühl,1
Rutger Verbeek,1
Neil Immerman,1
Leonard M. Adleman,1
Andrea S. LaPaugh,1
Robert L. Constable,1
Michael Rodeh,1
Michael L. Fredman,1
Michael O. Rabin,1
Andrew M. Odlyzko,1
Merrick L. Furst,1
John E. Hopcroft,1
Robert A. Mueller,1
W. J. Meyers,1
Paul Reilly,1
Elizabeth Shanahan,1
Steven Staudaher,1
Reino Kurki-Suonio,1
Juha Heinänen,1
David I. Epstein,1
Neal R. Firth,1
Danièle Dromard,1
François Dromard,1
Igor Hansen,1
Henry G. Baker Jr.,1
Clinton Parker,1
John Wade Ulrich,1
James R. Kleinsteiber,1
Joseph A. Fisher,1
Karl M. Guttag,1
Michael D. Poe,1
Harvey G. Cragon,1
Marleen Sint,1
Gilbert R. Berglass,1
R. K. Bell,1
Wayne D. Bell,1
Thayne C. Cooper,1
T. K. McFarland,1
Jonathan S. Blau,1
Charles J. Holland,1
David L. Keating,1
Michael F. Kraley,1
Randall Rettberg,1
Philip Herman,1
Robert D. Bressler,1
Anthony Lake,1
Pradip K. Srimani,1
Bhabani P. Sinha,1
Jay S. Kunin,1
Matthew C. Sejnowski,1
Edwin T. Upchurch,1
Daniel P. S. Charlu,1
Wesley Chu,1
Göran Hektor,1
Anders Ström,1
Ola Strömfors,1
Jaak Urmi,1
Stephen T. Walker,1
Brendan D. L. Mulhall,1
Steven M. Jacobs,1
Susan H. Nycum,1
Susan Courtney-Saunders,1
David K. Stevenson,1
Lowell H. Schiebe,1
W. E. Bracker,1
G. G. Gustafson,1
T. A. Johnson,1
G. S. Key,1
John C. Biddle,1
Russell J. Abbott,1
Antonio Vallone,1
Roger M. Firestone,1
Leon Kaufman,1
Dale Shosa,1
P. Horne,1
David G. Brown,1
Robert F. Wagner,1
Mary P. Anderson,1
Stephen W. Smoliar,1
Viswanathan Santhanam,1
John L. McTap,1
Roger J. Gorg,1
George N. Baird,1
Judith A. Parks,1
Linda Taylor,1
Makoto Amamiya,1
Naohisa Takahashi,1
Yutaka Ogawa,1
Kenji Koyama,1
Michael J. McGill,1
David L. Steinberg,1
Sakti Pramanik,1
Richard E. Merwin,1
Mohammed Mirhakak,1
David D. Raber,1
Leigh S. Rosenberg,1
Brent Baxter,1
Harold E. O'Kelley,1
Ivor Ladd,1
Bruce E. Stock,1
Miguel A. Ulloa,1
Paul Herbert Rosenthal,1
James H. Carlisle,1
David W. Embley,1
Joseph G. Finegold,1
F. Ann Herlevich,1
Daniel S. Appleton,1
Patrice J. Capitant,1
Robert H. Wallis,1
Dennis Heimbigner,1
Gary D. Beamer,1
T. L. McCullough,1
Robert Epstein,1
Carolyn L. Cook,1
M. E. Gordon,1
W. B. Robinson,1
Douglas Comer,1
Thomas G. Albright,1
Robert J. Wallace,1
Vincent Y. Lum,1
John W. White,1
Steven N. Crane,1
Richard A. Robb,1
Barry K. Gilbert,1
Hubert H. Love Jr.,1
Kurt F. Fischer,1
Joan L. Mitchell,1
William L. Wilder,1
Graham R. Nudd,1
Thomas A. Eifler,1
Devon Nickerson,1
Helen C. Wolf,1
Andrew Tescher,1
Gerard E. Migneault,1
Kent W. Colton,1
Kenneth W. Rind,1
Gene I. Miller,1
John E. Cochran,1
S. Young,1
O. Merrill,1
R. Knowles,1
Y. Gupta,1
Donald J. Reifer,1
Suzanne Landa,1
Gene Hilborn,1
Richard A. Robinson,1
Emily A. Krzysiak,1
Berthold K. P. Horn,1
Gruia-Catalin Roman,1
Lance A. Leventhal,1
Masatoshi Iwayama,1
Atsumu Fujiwara,1
Philip C. Stover,1
Thomas Munnecke,1
Eli Berlinger,1
Richard B. Davis,1
Jerome V. V. Kasper,1
Minoru Harada,1
Christine L. Braun,1
Jeffrey B. Holden,1
Ramez Elmasri,1
Jean E. De Valpine,1
Gerald Tomanek,1
John B. Bowen,1
Jon Martens,1
Cleve Moler,1
John R. Wetmiller,1
John E. Ruchinskas,1
Charles W. Steinfield,1
Lynne L. Svenning,1
Chester S. Borden,1
Jean Cochrane Zolnowski,1
Dick B. Simmons,1
Mohan Tanniru,1
Gene Smith,1
Paul Sagues,1
James C. Goodlett,1
Richard C. Pflager,1
Benjamin W. Wah,1
S. Bing Yao,1
Kuo-Chung Tai,1
Alan L. Tharp,1
Mark Overgaard,1
Jerome Lobel,1
K. V. Sastry,1
Elizabeth N. Fong,1
Alyce Jackson,1
William R. Deitrick,1
L. S. Baumann,1
R. D. Coop,1
Herbert Hecht,1
Koji Nezu,1
M. Wayne Shiveley,1
Stanley Y. W. Su,1
Hsu Chang,1
Paul Fisher,1
Eugene I. Lowenthal,1
Stewart A. Schuster,1
William C. Hohn,1
Fred J. Maryanski,1
C. Steven Roush,1
Fumihiko Mori,1
Hiroshi Tsuji,1
Takashi Sato,1
Dan Slater,1
Rob King,1
John Gale,1
Martin A. Reed,1
Terence D. Smetanka,1
John F. Palmer,1
Bev Littlewood,1
Douglas J. Theis,1
Levent Ormancioglu,1
Uwe Kastens,1
Carlos José Pereira de Lucena,1
Inge Precht,1
Ingrid Glasner,1
Ulrich Möncke,1
Reinhard Wilhelm,1
Jakob Schauer,1
Horst Oberquelle,1
Rainer Lutze,1
Hans Ludwig Fischer,1
Donald F. Nelson,1
Burkhard Austermühl,1
Wolfgang Henhapl,1
Urs Ammann,1
Thomas Gilb,1
Flaviu Cristian,1
Kenneth Keller,1
Forbes J. Burkowski,1
Edgar H. Sibley,1
K. Lam,1
Clement T. Yu,1
Richard D. Greenblatt,1
Thomas F. Knight,1
John T. Holloway,1
David A. Moon,1
Jai Menon 0001,1
David K. Hsiao,1
Sol J. Greenspan,1
David Elliot Shaw,1
Asuman Dogac,1
Hector J. Levesque,1
Ehud Gudes,1
Shalom Tsur,1
Brian Berkowitz,1
Roger L. Haskin,1
Jayanta Banerjee,1
Bruce D. Parrello,1
D. M. Chiu,1
Yu-Chi Ho,1
Kamran Parsaye-Ghomi,1
V. Vemuri,1
Raymond A. Liuzzi,1
Joseph P. Cavano,1
John F. Burger,1
Eugene Wong,1
Leonard J. Laub,1
Clesio Saraiva dos Santos,1
Antonio L. Furtado,1
José Mauro Volkmer de Castilho,1
Sergio E. R. de Carvalho,1
Gilles Berger-Sabbatel,1
Philippe Olivier Alexandre Navaux,1
M. Tamer Özsu,1
Chin-Chen Chang,1
Richard C. T. Lee,1
David Hung-Chang Du,1
Haran Boral,1
David J. DeWitt,1
Jo-Mei Chang,1
François Bancilhon,1
Michel Scholl,1
Burt M. Leavenworth,1
G. Creutz,1
F. Kiel,1
Antonio Albano,1
Renzo Orsini,1
Bengt G. Lundberg,1
Tore Amble,1
W. Terry Hardgrave,1
Yutaka Matsushita,1
Haruaki Yamazaki,1
Sadayuki Hikita,1
Isamu Yoshida,1
G. Wolf,1
Michel Lacroix,1
Alain Pirotte,1
Kjell Bratbergsengen,1
Rune Larsen,1
Oddvar Risnes,1
Terje Aandalen,1
Tom R. Kibler,1
James E. Allchin,1
Arthur M. Keller,1
Roberto Bisiani,1
Philip L. Lehman,1
John F. Sowa,1
Ellen J. Oliver,1
Ronnie K. Poon,1
Kwan Y. Wong,1
Ira Winston,1
Peter Kreps,1
Hirotaka Sakai,1
Hans J. Berliner,1
Shamim A. Naqvi,1
Stephen Fickas,1
Kathleen McKeown,1
John L. Goodson,1
Andrew P. Witkin,1
Daryl T. Lawton,1
Richard J. Wood,1
L. Thorne McCarty,1
John P. McDermott,1
Brian P. McCune,1
Norman Haas,1
Michael Lebowitz,1
Michael R. Genesereth,1
Louis I. Steinberg,1
Linda G. Shapiro,1
John D. Moriarty,1
Prasanna G. Mulgaonkar,1
Robert M. Haralick,1
Eugene C. Freuder,1
Jarrett Rosenberg,1
Stephen B. Whitehill,1
Arthur M. Farley,1
Narendra Ahuja,1
Robert T. Chien,1
R. Yen,1
N. Bridwell,1
Lance A. Miller,1
Gordon S. Novak,1
Agustin A. Araya,1
Eugene Ball,1
Vincent J. Digricoli,1
Rodney A. Brooks,1
Thomas O. Binford,1
S. W. Ng,1
Kenneth Mark Colby,1
Daniel Christinaz,1
Santiago Graham,1
Roger C. Parkison,1
Stephen Platt,1
Mary A. Morris,1
René Reboh,1
Daniel L. Chester,1
Richard Fikes,1
D. Austin Henderson Jr.,1
Martin Herman,1
David E. Smith,1
Jan E. Clayton,1
Lawrence Birnbaum,1
Margot Flowers,1
Rod McGuire,1
Stephen T. Barnard,1
Dana S. Nau,1
Mallory Selfridge,1
Victor R. Lesser,1
S. Reed,1
Jasmina Pavlin,1
William B. Thompson,1
Albert Yonas,1
Janice S. Aikins,1
Wellington Yu Chiu,1
Wendy G. Lehnert,1
Christian C. Wagner,1
John F. Vinsonhaler,1
Timothy W. Finin,1
Eric Mays,1
David J. Israel,1
David R. Barstow,1
Harry C. Reinstein,1
Nils J. Nilsson,1
Chuck Rieger,1
Craig Stanfill,1
Edwina L. Rissland,1
Elliot Soloway,1
Jon A. Webb,1
Russell Greiner,1
Douglas B. Lenat,1
Milton R. Grinberg,1
Lee D. Erman,1
Philip London,1
Chuck Williams,1
Robert J. Bobrow,1
John R. Kender,1
Takeo Kanade,1
Gerald R. Barber,1
P. A. Subrahmanyam,1
Robert Smith,1
Carl Engelman,1
Ethan A. Scarl,1
Charles H. Berg,1
Michael D. Rychener,1
Scott E. Fahlman,1
Richard H. Granger,1
Thomas G. Dietterich,1
John Gaschnig,1
Mike Brady 0001,1
W. Eric L. Grimson,1
D. J. Langridge,1
James R. Meehan,1
Thomas D. Garvey,1
Ann E. Robinson,1
David E. Wilkins,1
Kenneth D. Forbus,1
Gerald E. Peterson,1
Marsha Jo Hannah,1
Philip Klahr,1
Steve Tappel,1
Donald A. Waterman,1
Mark Peterson,1
Giuseppe Attardi,1
Maria Simi,1
Teruaki Aizawa,1
Nobuko Hatada,1
Janusz S. Bien,1
Krystyna Laus-Maczynska,1
Stan Szpakowicz,1
Joachim H. Laubsch,1
Dietmar F. Rösner,1
Toru Hitaka,1
Norihiro Abe,1
Nobutaka Uemura,1
Masahiro Higashide,1
Saburo Tsuji,1
Marie-France Bruandet,1
Kei Mitamura,1
Hideki Hirakawa,1
Masako Kume,1
Henry Kucera,1
Hidetosi Sirai,1
Dieter Metzing,1
Takushi Tanaka,1
Christian Rohrer,1
F. J. Devadason,1
Fujio Nishida,1
Shinobu Takamatsu,1
Hiroaki Kuroki,1
Burghard B. Rieger,1
Bozena Henisz Thompson,1
Yoshihiro Ueda,1
M. Takiyama,1
Zoya M. Shalyapina,1
Joseph E. Grimes,1
Hiroshi Nakano,1
Shin'ichi Tsuchiya,1
Akio Tsuruoka,1
Chorkin Chan,1
Kenji Hanakata,1
Shigeharu Sugita,1
Paul L. King,1
Ian H. Witten,1
Yoshio Momouchi,1
Jean Guy Meunier,1
Th. R. Hofmann,1
A. Michiels,1
J. Mullenders,1
J. Noël,1
Ernest Grandjean,1
Gerard Veillon,1
Richard I. Kittredge,1
Norman K. Sondheimer,1
P. A. C. Bailes,1
L. H. Reeker,1
Taisuke Sato,1
Tsutomu Endo,1
Tuneo Tamati,1
F. Dreizin,1
A. Shenhar,1
H. Bar-ltzhak,1
Juen-tin Wang,1
Minoru Shigenaga,1
Yoshihiro Sekiguchi,1
Chia-horng Lai,1
Karl-Heinz Brinkmann,1
Giovanni Guida,1
Mantaro J. Hashimoto,1
Akihiro Furuya,1
Gary D. Prideaux,1
Hiroshi Kinukawa,1
Hiroshi Matsuoka,1
Mutsuko Kimura,1
Gisela Zifonun,1
Nicolas Nedobejkine,1
Jean-Louis Binot,1
M. Graitson,1
Ph. Lemaire,1
Daniel Ribbens,1
Bo Ralph,1
Morris Salkoff,1
Seiichi Uchinami,1
Yoshikazu Tezuka,1
Tsunao Ogino,1
Alexander S. Narin'yani,1
Ralph Grishman,1
Brian Phillips,1
James A. Hendler,1
Hiroyuki Yamauchi,1
Werner Dilger,1
Hiroshi Uchida,1
Kenji Sugiyama,1
Naoyuki Okada,1
Harald H. Zimmermann,1
Juhan Tuldava,1
Hiroshi Makino,1
Makoto Kizawa,1
Kosho Shudo,1
Toshiko Narahara,1
Jan Svartvik,1
Philippe Chatelin,1
P. Daun Fraga,1
Alan K. Melby,1
Melvin R. Smith,1
Jill Peterson,1
Stephen G. Pulman,1
Hozumi Tanaka,1
Jean-Baptiste Berthelin,1
Hitoshi Ogawa,1
Junichiro Nishi,1
Kokichi Tanaka,1
Takeshi Shimomura,1
Ferenc Kiefer,1
Pat Langley,1
Jan Landsbergen,1
M. Cassandra Foster Smith,1
Rob Milne,1
Chang May See,1
Jouko J. Seppänen,1
Francis Jeffry Pelletier,1
Yutaka Kusanagi,1
Eva Hajicová,1
Petr Sgall,1
Katsuhiko Shirai,1
Y. Fukazawa,1
T. Matzui,1
H. Matzuura,1
Fumio Mizoguchi,1
Akihiko Yamamoto,1
Pierre Plante,1
María Pozzi,1
Javier Becerra,1
Jaime Rangel,1
Luis Fernando Lara,1
Shin'ya Amano,1
Kunio Sakai,1
Timothy A. Budd,1
Frederick G. Sayward,1
Joseph Y. Halpern,1
John V. Guttag,1
James J. Horning,1
Dov M. Gabbay,1
Saharon Shelah,1
Jonathan Stavi,1
Samuel N. Kamin,1
Norihisa Suzuki,1
Leslie Lamport,1
L. Howard Holley,1
Barry K. Rosen,1
James H. Morris Jr.,1
Eric Schmidt,1
Philip Wadler,1
Daniel P. Friedman,1
David S. Wise,1
William E. Weihl,1
Paul Klint,1
Ravi Sethi,1
Brian K. Reid,1
Deepak Kapur,1
Mandayam K. Srivas,1
Eike Best,1
Herbert Klaeren,1
Helena Rasiowa,1
Giora Slutzki,1
Tadao Takaoka,1
Alistair Moffat,1
Pierpaolo Degano,1
A. Lomanto,1
Franco Sirovich,1
Jan Reiterman,1
Vera Trnková,1
Juris Hartmanis,1
William A. Wulf,1
Ingbert Kupka,1
Peter Ruzicka,1
Stefan Sokolowski,1
Zbigniew Suraj,1
Vladimir Yu. Sazonov,1
M. W. Shields,1
Horst Reichel,1
Wolfgang Bibel,1
Joseph Sifakis,1
Kurt Jensen,1
Wiktor Danko,1
Horst Müller,1
Hiroakira Ono,1
Akira Nakamura,1
André Arnold,1
Berthold Hoffmann,1
Ilse-Renate Schmiedecke,1
Dirk Janssens,1
Norbert Kraft,1
Horst Wedde,1
X. Berenguer,1
J. Díaz,1
Ulrich L. Hupbach,1
Luca Cardelli,1
Seiichi Okoma,1
Andrzej Salwicki,1
Jacek Witaszek,1
Mario Coppo,1
